category,price,currency,price_1m2,title,address,floor,area,title_deed,repair,mortgage,url,room_number
Köhnə tikili,135 000,AZN,1 500 AZN/m²,"Satılır 3 otaqlı köhnə tikili 90 m², Yeni Yasamal q.",Məhəmməd Xiyabani küç.,6 / 9,90 m²,var,,var,https://bina.az/items/3841582,3
Yeni tikili,290 000,AZN,3 220 AZN/m²,"Satılır 3 otaqlı yeni tikili 90 m², İçəri Şəhər m.",Nizami küçəsi.,5 / 14,90 m²,yoxdur,var,,https://bina.az/items/3843575,3
Yeni tikili,308 999,AZN,2 600 AZN/m²,"Satılır 3 otaqlı yeni tikili 118.9 m², 28 May m.",Mirəli Qaşqay küç.,5 / 17,118.9 m²,var,yoxdur,,https://bina.az/items/3843541,3
Yeni tikili,250 000,AZN,3 160 AZN/m²,"Satılır 3 otaqlı yeni tikili 79 m², Gənclik m.",İ.Dadaşov küçəsi,15 / 16,79 m²,var,var,var,https://bina.az/items/3843615,3
Yeni tikili,203 000,AZN,1 560 AZN/m²,"Satılır 4 otaqlı yeni tikili 130 m², İnşaatçılar m.",Əsəd Əhmədov 22,9 / 13,130 m²,var,var,,https://bina.az/items/3843573,4
Yeni tikili,270 000,AZN,2 350 AZN/m²,"Satılır 3 otaqlı yeni tikili 115 m², Gənclik m.",Təbriz küç.,12 / 19,115 m²,var,var,var,https://bina.az/items/3817252,3
Yeni tikili,185 000,AZN,1 710 AZN/m²,"Satılır 2 otaqlı yeni tikili 108 m², Gənclik m.",Təbriz küçəsi,3 / 16,108 m²,yoxdur,var,,https://bina.az/items/3843572,2
Yeni tikili,260 000,AZN,1 560 AZN/m²,"Satılır 3 otaqlı yeni tikili 167 m², Nəsimi r.",Səməd Vurğun küçəsi,4 / 16,167 m²,var,var,,https://bina.az/items/3843540,3
Yeni tikili,118 000,AZN,1 930 AZN/m²,"Satılır 2 otaqlı yeni tikili 61 m², İnşaatçılar m.",Dadaş Bünyadzadə küçəsi,7 / 17,61 m²,var,var,,https://bina.az/items/3826541,2
Yeni tikili,345 000,AZN,2 740 AZN/m²,"Satılır 3 otaqlı yeni tikili 126 m², 8 Noyabr m.",Ənvər Hüseynov küc,5 / 13,126 m²,var,var,,https://bina.az/items/3774460,3
Köhnə tikili,98 000,AZN,3 270 AZN/m²,"Satılır 1 otaqlı köhnə tikili 30 m², Gənclik m.",Həsən Əliyev küçəsi,4 / 4,30 m²,var,var,,https://bina.az/items/3843592,1
Yeni tikili,153 000,AZN,1 800 AZN/m²,"Satılır 2 otaqlı yeni tikili 85 m², Xətai r.",8 Noyabr prospekti.,14 / 20,85 m²,yoxdur,yoxdur,,https://bina.az/items/3843552,2
Yeni tikili,285 000,AZN,2 040 AZN/m²,"Satılır 4 otaqlı yeni tikili 140 m², Neftçilər m.",Məhsəti Gəncəvi küçəsi 7,15 / 16,140 m²,var,var,,https://bina.az/items/3843534,4
Yeni tikili,44 000,AZN,629 AZN/m²,"Satılır 3 otaqlı yeni tikili 70 m², Hövsan q.","Sahil küçəsi 5,",4 / 5,70 m²,yoxdur,yoxdur,,https://bina.az/items/3843533,3
Yeni tikili,399 999,AZN,2 860 AZN/m²,"Satılır 3 otaqlı yeni tikili 139.9 m², Nəriman Nərimanov m.",Faiq Yusifov k.,13 / 17,139.9 m²,yoxdur,var,,https://bina.az/items/3843538,3
Köhnə tikili,145 000,AZN,1 260 AZN/m²,"Satılır 4 otaqlı köhnə tikili 115 m², İnşaatçılar m.",Dadaş Bünyadzadə küçəsi,8 / 9,115 m²,var,var,var,https://bina.az/items/3283729,4
Köhnə tikili,150 000,AZN,1 830 AZN/m²,"Satılır 3 otaqlı köhnə tikili 82 m², Əhmədli m.",Sarayevo küçəsİ,9 / 9,82 m²,var,var,var,https://bina.az/items/3843473,3
Yeni tikili,145 000,AZN,1 320 AZN/m²,"Satılır 3 otaqlı yeni tikili 110 m², İnşaatçılar m.",Əsəd Əhmədov küç.,20 / 21,110 m²,var,var,,https://bina.az/items/3709163,3
Yeni tikili,356 000,AZN,2 800 AZN/m²,"Satılır 3 otaqlı yeni tikili 127 m², Elmlər Akademiyası m.",Qutqaşınlı küçəsi,5 / 16,127 m²,var,yoxdur,var,https://bina.az/items/3843587,3
Yeni tikili,94 000,AZN,2 140 AZN/m²,"Satılır 1 otaqlı yeni tikili 44 m², Xətai r.",Gəncə prospekti  17,15 / 15,44 m²,var,var,var,https://bina.az/items/3765945,1
Köhnə tikili,137 000,AZN,1 760 AZN/m²,"Satılır 2 otaqlı köhnə tikili 78 m², Memar Əcəmi m.",Cavad xan küçəsi,6 / 9,78 m²,var,var,var,https://bina.az/items/3804612,2
Yeni tikili,98 000,AZN,1 510 AZN/m²,"Satılır 1 otaqlı yeni tikili 65 m², Həzi Aslanov m.",Xudu Məmmədov küçəsi,8 / 17,65 m²,yoxdur,var,,https://bina.az/items/3843531,1
Yeni tikili,340 000,AZN,1 840 AZN/m²,"Satılır 4 otaqlı yeni tikili 185 m², 28 May m.",Azadlıq prospekti,10 / 17,185 m²,var,yoxdur,var,https://bina.az/items/3642448,4
Yeni tikili,210 000,AZN,2 100 AZN/m²,"Satılır 3 otaqlı yeni tikili 100 m², 28 May m.",Azadlıq pr.,15 / 16,100 m²,yoxdur,yoxdur,,https://bina.az/items/3557660,3
Yeni tikili,298 000,AZN,2 010 AZN/m²,"Satılır 3 otaqlı yeni tikili 148 m², 28 May m.",Qarabağ küçəsi,8 / 16,148 m²,var,var,var,https://bina.az/items/3834110,3
Yeni tikili,135 500,AZN,2 220 AZN/m²,"Satılır 2 otaqlı yeni tikili 60.9 m², Xətai r.",Seyid Əzim Şirvani küçəsi,10 / 17,60.9 m²,var,var,var,https://bina.az/items/3823817,2
Yeni tikili,314 000,AZN,2 000 AZN/m²,"Satılır 3 otaqlı yeni tikili 157 m², Nəriman Nərimanov m.",Faiq Yusifov Küçəsi,8 / 16,157 m²,yoxdur,yoxdur,,https://bina.az/items/3833511,3
Yeni tikili,145 000,AZN,2 070 AZN/m²,"Satılır 3 otaqlı yeni tikili 70 m², Nizami r.",Elşən Süleymanov küç.,11 / 17,70 m²,var,var,var,https://bina.az/items/3842909,3
Köhnə tikili,210 000,AZN,2 100 AZN/m²,"Satılır 4 otaqlı köhnə tikili 100 m², Xalqlar Dostluğu m.",B.Nuriyev küç.,7 / 9,100 m²,var,var,var,https://bina.az/items/3843566,4
Yeni tikili,240 000,AZN,1 920 AZN/m²,"Satılır 3 otaqlı yeni tikili 125 m², Nizami m.",M.Naxçıvani küç,16 / 16,125 m²,var,var,,https://bina.az/items/3843502,3
Köhnə tikili,135 000,AZN,2 250 AZN/m²,"Satılır 3 otaqlı köhnə tikili 60 m², İçəri Şəhər m.",Mehdi Hüseyn küçəsi,2 / 2,60 m²,var,var,,https://bina.az/items/3843564,3
Yeni tikili,81 000,AZN,1 800 AZN/m²,"Satılır 2 otaqlı yeni tikili 45 m², Xətai r.",Sadıqcan küçəsi,11 / 13,45 m²,yoxdur,yoxdur,,https://bina.az/items/3728250,2
Köhnə tikili,204 000,AZN,1 660 AZN/m²,"Satılır 5 otaqlı köhnə tikili 123 m², Əhmədli m.",Məhəmməd Hadi küçəsi,9 / 9,123 m²,var,var,,https://bina.az/items/3684514,5
Yeni tikili,318 000,AZN,3 090 AZN/m²,"Satılır 3 otaqlı yeni tikili 103 m², İnşaatçılar m.",Hüseyn Cavid,9 / 16,103 m²,var,var,var,https://bina.az/items/3843563,3
Köhnə tikili,125 000,AZN,3 130 AZN/m²,"Satılır 2 otaqlı köhnə tikili 40 m², Elmlər Akademiyası m.",Şəfaət Mehdiyev küç.,2 / 5,40 m²,var,var,,https://bina.az/items/3698042,2
Köhnə tikili,125 000,AZN,1 560 AZN/m²,"Satılır 3 otaqlı köhnə tikili 80 m², Xətai r.",Neapol küçəsi,4 / 9,80 m²,var,var,,https://bina.az/items/3843512,3
Yeni tikili,255 000,AZN,1 760 AZN/m²,"Satılır 3 otaqlı yeni tikili 145 m², Neftçilər m.",Rüstəm Rüstəmov küç.,13 / 20,145 m²,var,var,,https://bina.az/items/3843511,3
Yeni tikili,179 000,AZN,1 460 AZN/m²,"Satılır 3 otaqlı yeni tikili 123 m², Əhmədli m.",Neapol küçəsi,10 / 12,123 m²,var,var,var,https://bina.az/items/3504283,3
Yeni tikili,170 000,AZN,1 570 AZN/m²,"Satılır 3 otaqlı yeni tikili 108 m², Həzi Aslanov m.",Xudu Məmmədov küçəsi,14 / 17,108 m²,var,var,var,https://bina.az/items/3773302,3
Yeni tikili,76 000,AZN,1 900 AZN/m²,"Satılır 2 otaqlı yeni tikili 40 m², Yeni Günəşli q.",Elçin İsmayılov küç,8 / 11,40 m²,var,var,,https://bina.az/items/3843561,2
Yeni tikili,189 000,AZN,1 600 AZN/m²,"Satılır 3 otaqlı yeni tikili 118 m², Həzi Aslanov m.",Məhəmməd Hadi küç.,8 / 17,118 m²,var,,,https://bina.az/items/3630523,3
Köhnə tikili,133 000,AZN,1 900 AZN/m²,"Satılır 3 otaqlı köhnə tikili 70 m², Qaraçuxur q.",Cəlal Qurbanov küç,2 / 9,70 m²,var,var,var,https://bina.az/items/3843559,3
Köhnə tikili,137 000,AZN,2 280 AZN/m²,"Satılır 2 otaqlı köhnə tikili 60 m², Elmlər Akademiyası m.",Şərifzadə küç.,4 / 9,60 m²,var,var,,https://bina.az/items/3261720,2
Köhnə tikili,105 000,AZN,1 640 AZN/m²,"Satılır 2 otaqlı köhnə tikili 64 m², Xətai r.",Gəncə prospekti,7 / 9,64 m²,var,var,var,https://bina.az/items/3813493,2
Yeni tikili,210 000,AZN,1 620 AZN/m²,"Satılır 3 otaqlı yeni tikili 129.7 m², İnşaatçılar m.","Abbas Mirzə Şərifzadə küç,",18 / 19,129.7 m²,var,var,var,https://bina.az/items/3367112,3
Yeni tikili,225 000,AZN,2 450 AZN/m²,"Satılır 3 otaqlı yeni tikili 92 m², Nizami m.",Sübhi Salayev küç.,4 / 16,92 m²,var,var,,https://bina.az/items/3724259,3
Yeni tikili,223 000,AZN,2 790 AZN/m²,"Satılır 3 otaqlı yeni tikili 80 m², Gənclik m.",Azadlıq prospekti,13 / 18,80 m²,yoxdur,var,,https://bina.az/items/3757178,3
Yeni tikili,395 000,AZN,2 690 AZN/m²,"Satılır 4 otaqlı yeni tikili 147 m², 8 Noyabr m.",Tbilisi pr.,21 / 27,147 m²,var,var,var,https://bina.az/items/3843501,4
Yeni tikili,122 500,AZN,1 940 AZN/m²,"Satılır 2 otaqlı yeni tikili 63 m², Həzi Aslanov m.",Xudu Məmmədov küçəsi,11 / 17,63 m²,var,var,var,https://bina.az/items/3733357,2
Köhnə tikili,138 499,AZN,1 540 AZN/m²,"Satılır 3 otaqlı köhnə tikili 90 m², Memar Əcəmi m.",Adil Məmmədov küçəsi,1 / 9,90 m²,var,var,var,https://bina.az/items/3772149,3
Yeni tikili,420 000,AZN,2 100 AZN/m²,"Satılır 5 otaqlı yeni tikili 200 m², Nizami m.",Şıxəli Qurbanov küç,8 / 17,200 m²,var,yoxdur,var,https://bina.az/items/3792688,5
Yeni tikili,165 000,AZN,1 830 AZN/m²,"Satılır 3 otaqlı yeni tikili 90 m², Yeni Yasamal q.","Əsəd Əhmədov küç, 33x",5 / 12,90 m²,var,var,var,https://bina.az/items/3806909,3
Yeni tikili,350 000,AZN,3 330 AZN/m²,"Satılır 3 otaqlı yeni tikili 105 m², Gənclik m.",Köroğlu Rəhimov küçəsi,2 / 7,105 m²,var,var,,https://bina.az/items/3843496,3
Yeni tikili,175 000,AZN,2 410 AZN/m²,"Satılır 2 otaqlı yeni tikili 72.7 m², 28 May m.",Mirəli Qaşqay küç,4 / 16,72.7 m²,yoxdur,var,,https://bina.az/items/3843504,2
Yeni tikili,183 000,AZN,2 150 AZN/m²,"Satılır 3 otaqlı yeni tikili 85 m², Səbail r.",Tofiq Məmmədov küç.,5 / 17,85 m²,yoxdur,var,,https://bina.az/items/3818613,3
Yeni tikili,78 000,AZN,1 260 AZN/m²,"Satılır 2 otaqlı yeni tikili 62 m², Binəqədi r.",Binəqədi şosesi,16 / 17,62 m²,yoxdur,var,,https://bina.az/items/3816655,2
Köhnə tikili,175 000,AZN,1 590 AZN/m²,"Satılır 4 otaqlı köhnə tikili 110 m², Yeni Yasamal q.",Məhəmməd Xiyabani küçəsi,7 / 9,110 m²,var,var,var,https://bina.az/items/3808674,4
Yeni tikili,174 900,AZN,2 130 AZN/m²,"Satılır 2 otaqlı yeni tikili 82 m², Memar Əcəmi m.",20 yanvar küçəsi,17 / 17,82 m²,yoxdur,var,,https://bina.az/items/3843495,2
Yeni tikili,240 000,AZN,2 820 AZN/m²,"Satılır 2 otaqlı yeni tikili 85 m², 28 May m.",Təbriz Küçəsi,6 / 16,85 m²,var,var,,https://bina.az/items/3602562,2
Yeni tikili,248 000,AZN,2 070 AZN/m²,"Satılır 3 otaqlı yeni tikili 120 m², Dərnəgül m.",Abay Kunanbayev küçəsi 15,10 / 15,120 m²,var,var,var,https://bina.az/items/3698737,3
Yeni tikili,131 000,AZN,2 020 AZN/m²,"Satılır 2 otaqlı yeni tikili 65 m², Azadlıq Prospekti m.",Nərimanov küç. 15,16 / 16,65 m²,var,var,var,https://bina.az/items/3773192,2
Yeni tikili,299 000,AZN,2 400 AZN/m²,"Satılır 3 otaqlı yeni tikili 124.6 m², Qara Qarayev m.",61 Shirin Mirzeyev küçəsi,4 / 18,124.6 m²,yoxdur,var,,https://bina.az/items/3843493,3
Yeni tikili,187 000,AZN,2 400 AZN/m²,"Satılır 2 otaqlı yeni tikili 78 m², Nəsimi r.",Nəsib bəy Yusifbəyli küçəsi,10 / 10,78 m²,yoxdur,var,,https://bina.az/items/3771819,2
Yeni tikili,229 000,AZN,1 760 AZN/m²,"Satılır 3 otaqlı yeni tikili 130 m², İnşaatçılar m.",Dadaş Bünyadzadə küçəsi,15 / 17,130 m²,var,var,var,https://bina.az/items/3743353,3
Yeni tikili,298 000,AZN,1 550 AZN/m²,"Satılır 4 otaqlı yeni tikili 192 m², Şah İsmayıl Xətai m.",Fəzail Bayramov küç.,4 / 24,192 m²,var,yoxdur,var,https://bina.az/items/3804768,4
Yeni tikili,133 000,AZN,2 110 AZN/m²,"Satılır 2 otaqlı yeni tikili 63 m², Neftçilər m.",M.Abbasov k.,5 / 16,63 m²,yoxdur,var,,https://bina.az/items/3821374,2
Köhnə tikili,155 000,AZN,1 820 AZN/m²,"Satılır 3 otaqlı köhnə tikili 85 m², Gənclik m.",Atatürk pr.,7 / 9,85 m²,var,,var,https://bina.az/items/3771060,3
Yeni tikili,120 000,AZN,1 000 AZN/m²,"Satılır 3 otaqlı yeni tikili 120 m², Nizami r.",Elşən Süleymanov küç.,7 / 20,120 m²,yoxdur,yoxdur,,https://bina.az/items/3772846,3
Yeni tikili,134 000,AZN,1 000 AZN/m²,"Satılır 4 otaqlı yeni tikili 134 m², Nizami r.",Elşən Süleymanov küç.,5 / 20,134 m²,yoxdur,yoxdur,,https://bina.az/items/3772848,4
Yeni tikili,240 000,AZN,2 140 AZN/m²,"Satılır 2 otaqlı yeni tikili 112 m², Nəriman Nərimanov m.",Ağa Neymətulla küçəsi,16 / 20,112 m²,var,var,,https://bina.az/items/3809917,2
Yeni tikili,280 000,AZN,2 040 AZN/m²,"Satılır 3 otaqlı yeni tikili 137 m², Şah İsmayıl Xətai m.",Xocalı pr,5 / 16,137 m²,var,yoxdur,var,https://bina.az/items/3658197,3
Yeni tikili,288 000,AZN,1 600 AZN/m²,"Satılır 4 otaqlı yeni tikili 180 m², Şah İsmayıl Xətai m.",Ayaz Ismayilov küç,3 / 13,180 m²,yoxdur,yoxdur,,https://bina.az/items/3627458,4
Yeni tikili,175 000,AZN,1 840 AZN/m²,"Satılır 3 otaqlı yeni tikili 95 m², İnşaatçılar m.",Əsəd Əhmədov küçəsi,12 / 17,95 m²,var,var,var,https://bina.az/items/3829540,3
Yeni tikili,355 000,AZN,1 690 AZN/m²,"Satılır 4 otaqlı yeni tikili 210 m², 28 May m.",Mirəli Qaşqay küçəsi,6 / 16,210 m²,var,yoxdur,var,https://bina.az/items/3772814,4
Yeni tikili,255 000,AZN,2 220 AZN/m²,"Satılır 3 otaqlı yeni tikili 115 m², Nəsimi r.",Səməd Vurğun küçəsi .,9 / 16,115 m²,var,var,var,https://bina.az/items/3712135,3
Köhnə tikili,120 000,AZN,2 400 AZN/m²,"Satılır 2 otaqlı köhnə tikili 50 m², Əhmədli q.",Gence Prospekti,6 / 9,50 m²,var,var,,https://bina.az/items/3843483,2
Yeni tikili,730 000,AZN,2 520 AZN/m²,"Satılır 5 otaqlı yeni tikili 290 m², Nəsimi r.",Keykab Səfərəliyeva küç,12 / 18,290 m²,var,,,https://bina.az/items/3000824,5
Yeni tikili,1 500 000,AZN,3 330 AZN/m²,"Satılır 7 otaqlı yeni tikili 450 m², Elmlər Akademiyası m.",Ə.Cəmil küçəsi 55.,16 / 17,450 m²,var,yoxdur,,https://bina.az/items/3745169,7
Yeni tikili,120 000,AZN,1 320 AZN/m²,"Satılır 2 otaqlı yeni tikili 91 m², Əhmədli m.",Sarayevo küçəsi.,11 / 17,91 m²,yoxdur,var,,https://bina.az/items/3831486,2
Yeni tikili,172 000,AZN,2 200 AZN/m²,"Satılır 2 otaqlı yeni tikili 78.3 m², Nəriman Nərimanov m.",Ağa Nemətulla küçəsi,15 / 15,78.3 m²,yoxdur,yoxdur,,https://bina.az/items/3829373,2
Yeni tikili,496 000,AZN,2 460 AZN/m²,"Satılır 4 otaqlı yeni tikili 202 m², Ağ şəhər q.",Qarabağ Atları Meydanı,5 / 7,202 m²,yoxdur,yoxdur,,https://bina.az/items/3683897,4
Köhnə tikili,109 999,AZN,1 690 AZN/m²,"Satılır 2 otaqlı köhnə tikili 65 m², Yeni Yasamal q.",Əsəd Əhmədov küçəsi,5 / 9,65 m²,var,var,var,https://bina.az/items/3760344,2
Yeni tikili,255 000,AZN,2 740 AZN/m²,"Satılır 2 otaqlı yeni tikili 93 m², Nizami m.",Sarabski küç.,10 / 16,93 m²,var,var,var,https://bina.az/items/3688091,2
Yeni tikili,186 000,AZN,2 330 AZN/m²,"Satılır 2 otaqlı yeni tikili 80 m², Nərimanov r.",Qarabağ küç,3 / 15,80 m²,var,var,var,https://bina.az/items/3802532,2
Yeni tikili,205 000,AZN,2 560 AZN/m²,"Satılır 2 otaqlı yeni tikili 80.2 m², İnşaatçılar m.",Həsən Məcidov küçəsi,5 / 17,80.2 m²,var,var,,https://bina.az/items/3843479,2
Yeni tikili,190 000,AZN,3 280 AZN/m²,"Satılır 2 otaqlı yeni tikili 58 m², Gənclik m.",Balaəmi Dadaşov küçəsi,4 / 14,58 m²,var,var,,https://bina.az/items/3688217,2
Yeni tikili,122 000,AZN,1 940 AZN/m²,"Satılır 2 otaqlı yeni tikili 63 m², Memar Əcəmi m.",Cavadxan küçəsi,17 / 18,63 m²,var,var,,https://bina.az/items/3819522,2
Yeni tikili,143 000,AZN,2 600 AZN/m²,"Satılır 2 otaqlı yeni tikili 55 m², İnşaatçılar m.",Həsən bəy Zərdabi pr.,21 / 24,55 m²,var,var,,https://bina.az/items/3843476,2
Yeni tikili,330 000,AZN,1 800 AZN/m²,"Satılır 4 otaqlı yeni tikili 183 m², Nərimanov r.",Ceyhun Hacıbəyli 65/5,2 / 16,183 m²,var,var,,https://bina.az/items/3843520,4
Yeni tikili,142 000,AZN,2 290 AZN/m²,"Satılır 2 otaqlı yeni tikili 62 m², Yeni Yasamal q.",Məhəmməd Xiyabani küçəsi,8 / 12,62 m²,var,var,,https://bina.az/items/3842460,2
Yeni tikili,206 000,AZN,1 540 AZN/m²,"Satılır 3 otaqlı yeni tikili 134 m², İnşaatçılar m.",Əsəd Əhmədov küçəsi 24B,7 / 19,134 m²,var,var,var,https://bina.az/items/3843471,3
Yeni tikili,270 000,AZN,2 350 AZN/m²,"Satılır 3 otaqlı yeni tikili 115 m², Memar Əcəmi m.",Cavadxan küçəsi,3 / 17,115 m²,yoxdur,var,,https://bina.az/items/3843469,3
Yeni tikili,453 000,AZN,2 980 AZN/m²,"Satılır 4 otaqlı yeni tikili 151.8 m², Nizami m.",Zərgərpalan küçəsi 100,4 / 19,151.8 m²,var,var,var,https://bina.az/items/3630776,4
Yeni tikili,200 000,AZN,1 630 AZN/m²,"Satılır 3 otaqlı yeni tikili 123 m², Memar Əcəmi m.",Mir Cəlal küçəsi,4 / 16,123 m²,var,var,var,https://bina.az/items/3843467,3
Yeni tikili,250 000,AZN,2 910 AZN/m²,"Satılır 2 otaqlı yeni tikili 86 m², Şah İsmayıl Xətai m.",Xocalı prospekti,15 / 17,86 m²,var,var,var,https://bina.az/items/3768284,2
Yeni tikili,89 000,AZN,1 480 AZN/m²,"Satılır 2 otaqlı yeni tikili 60 m², Biləcəri q.",Ordubadi küçəsi,3 / 5,60 m²,var,var,,https://bina.az/items/3818539,2
Yeni tikili,480 000,AZN,2 290 AZN/m²,"Satılır 4 otaqlı yeni tikili 210 m², 28 May m.",M.Qaşqay küçəsi 25,7 / 16,210 m²,var,var,,https://bina.az/items/3563953,4
Yeni tikili,270 000,AZN,2 430 AZN/m²,"Satılır 3 otaqlı yeni tikili 111 m², Gənclik m.",H.Əliyev küç. 14,19 / 19,111 m²,var,var,,https://bina.az/items/3563979,3
Yeni tikili,182 000,AZN,3 370 AZN/m²,"Satılır 2 otaqlı yeni tikili 54 m², 8 Noyabr m.",Həsən Əliyev küçəsi,10 / 13,54 m²,yoxdur,var,,https://bina.az/items/3709498,2
Yeni tikili,395 000,AZN,2 100 AZN/m²,"Satılır 4 otaqlı yeni tikili 188 m², Nəriman Nərimanov m.",Ceyhun Hacıbəyli küç,16 / 19,188 m²,var,yoxdur,var,https://bina.az/items/3596464,4
Yeni tikili,438 000,AZN,2 420 AZN/m²,"Satılır 4 otaqlı yeni tikili 181 m², Nəriman Nərimanov m.",Əliyar Əliyev küç.,12 / 16,181 m²,var,var,var,https://bina.az/items/3219738,4
Yeni tikili,552 000,AZN,2 760 AZN/m²,"Satılır 5 otaqlı yeni tikili 200 m², Ağ şəhər q.",Mərkəzi bulvar küç.,6 / 7,200 m²,yoxdur,yoxdur,,https://bina.az/items/3631186,5
Yeni tikili,400 000,AZN,2 110 AZN/m²,"Satılır 4 otaqlı yeni tikili 190 m², Nəsimi r.",Həsən Əliyev küç.,12 / 13,190 m²,yoxdur,yoxdur,,https://bina.az/items/3700235,4
Yeni tikili,217 000,AZN,2 190 AZN/m²,"Satılır 3 otaqlı yeni tikili 99 m², Həzi Aslanov q.",Cavanşir küçəsi,8 / 16,99 m²,yoxdur,var,,https://bina.az/items/3634816,3
Yeni tikili,310 000,AZN,2 460 AZN/m²,"Satılır 3 otaqlı yeni tikili 126 m², Həzi Aslanov q.",Gəncə prospekti,18 / 19,126 m²,var,var,var,https://bina.az/items/3842981,3
Yeni tikili,304 000,AZN,2 100 AZN/m²,"Satılır 3 otaqlı yeni tikili 145 m², 8 Noyabr m.",Tbilisi pr.,13 / 27,145 m²,var,yoxdur,var,https://bina.az/items/3771884,3
Yeni tikili,650 000,AZN,2 850 AZN/m²,"Satılır 4 otaqlı yeni tikili 228 m², Elmlər Akademiyası m.",Huseyn Cavid prospekti,16 / 17,228 m²,yoxdur,var,,https://bina.az/items/3782210,4
Yeni tikili,378 000,AZN,2 640 AZN/m²,"Satılır 4 otaqlı yeni tikili 143 m², Nəriman Nərimanov m.",Təbriz küç.,11 / 16,143 m²,var,yoxdur,var,https://bina.az/items/3734259,4
Yeni tikili,429 000,AZN,1 850 AZN/m²,"Satılır 4 otaqlı yeni tikili 232 m², Nərimanov r.",İbrahimpaşa Dadaşov küç,10 / 16,232 m²,var,yoxdur,,https://bina.az/items/3386075,4
Yeni tikili,225 000,AZN,1 960 AZN/m²,"Satılır 4 otaqlı yeni tikili 115 m², 20 Yanvar m.",Zərdabi prospekti,15 / 16,115 m²,var,var,,https://bina.az/items/3430645,4
Yeni tikili,364 000,AZN,3 500 AZN/m²,"Satılır 3 otaqlı yeni tikili 104 m², Ağ şəhər q.",Yaşıl Ada 1,4 / 7,104 m²,yoxdur,yoxdur,,https://bina.az/items/3198668,3
Yeni tikili,235 000,AZN,2 140 AZN/m²,"Satılır 3 otaqlı yeni tikili 110 m², 28 May m.",Fizuli küç,4 / 10,110 m²,var,var,,https://bina.az/items/3504255,3
Yeni tikili,580 000,AZN,2 420 AZN/m²,"Satılır 5 otaqlı yeni tikili 240 m², Xalqlar Dostluğu m.",Bəhruz Nuriyev küçəsi,6 / 16,240 m²,var,var,var,https://bina.az/items/3572798,5
Köhnə tikili,265 000,AZN,2 940 AZN/m²,"Satılır 3 otaqlı köhnə tikili 90 m², Gənclik m.",Məmməd Araz və Teymur Əliyev küç.,8 / 9,90 m²,var,var,var,https://bina.az/items/3488273,3
Yeni tikili,235 000,AZN,1 880 AZN/m²,"Satılır 3 otaqlı yeni tikili 125 m², Nizami r.",Bəkir Çobanzadə küçəsi,11 / 16,125 m²,var,var,,https://bina.az/items/3645930,3
Köhnə tikili,120 000,AZN,2 400 AZN/m²,"Satılır 2 otaqlı köhnə tikili 50 m², Qara Qarayev m.",Əlif Hacıyev küçəsi,2 / 5,50 m²,var,var,,https://bina.az/items/3843446,2
Yeni tikili,217 000,AZN,2 460 AZN/m²,"Satılır 2 otaqlı yeni tikili 88.3 m², Nizami m.",Şamil Əzizbəyov küçəsi,8 / 14,88.3 m²,yoxdur,yoxdur,,https://bina.az/items/3698288,2
Yeni tikili,399 000,AZN,3 070 AZN/m²,"Satılır 3 otaqlı yeni tikili 130 m², Şah İsmayıl Xətai m.",Afiyəddin Cəlilov küçəsi,8 / 20,130 m²,var,var,,https://bina.az/items/3837566,3
Köhnə tikili,108 000,AZN,1 660 AZN/m²,"Satılır 2 otaqlı köhnə tikili 65 m², Memar Əcəmi m.",20 yanvar küçəsi,1 / 5,65 m²,var,var,var,https://bina.az/items/3843442,2
Yeni tikili,185 000,AZN,2 030 AZN/m²,"Satılır 3 otaqlı yeni tikili 91 m², İnşaatçılar m.",Ə.Salamzadə küç.,3 / 18,91 m²,var,,var,https://bina.az/items/3587014,3
Yeni tikili,990 000,AZN,4 500 AZN/m²,"Satılır 5 otaqlı yeni tikili 220 m², Sahil m.",Əlövsət Quliyev küçəsi,5 / 12,220 m²,var,var,,https://bina.az/items/3843440,5
Yeni tikili,125 000,AZN,1 100 AZN/m²,"Satılır 3 otaqlı yeni tikili 114 m², Yasamal r.",Əsəd Əhmədov,17 / 17,114 m²,yoxdur,var,,https://bina.az/items/3843450,3
Köhnə tikili,98 000,AZN,3 270 AZN/m²,"Satılır 1 otaqlı köhnə tikili 30 m², Gənclik m.",Həsən Əliyev küçəsi 111,4 / 4,30 m²,var,var,,https://bina.az/items/3843436,1
